ptt,Date,d.b1,d.b2,d.b3,d.b4,d.b5,d.b6,d.b7,d.b8,d.sd,n.b1,n.b2,n.b3,n.b4,n.b5,n.b6,n.b7,n.b8,n.sd,species,kode,bathy,latitude,longitude,x,y,xmin,xmax,ymin,ymax,sst,sst_sd,ssh,ssh_sd,eke,ild.5,n2,chloro,lunar
141259,2015-10-31,28.078817733990146,5.911330049261084,6.403940886699508,10.344827586206897,38.91625615763547,10.344827586206897,0,0,120.75409432963801,46.96132596685083,33.70165745856354,10.497237569060774,8.83977900552486,0,0,0,0,38.82698080337575,P.glauca,2015-10-31_141259,-4802.240234375,40.7264489320385,-61.0946610581316,-61.0946610581316,40.7264489320385,-61.2196610581316,-60.9696610581316,40.6014489320385,40.8514489320385,21.772000084165484,0.05552652282767405,-0.3680000174790621,0.04032059218858233,-0.7244099157490473,45,6.821374160329344e-5,0.4811791181564331,0.8551628595611334
141254,2015-11-01,51.470588235294116,21.568627450980394,8.333333333333332,18.627450980392158,0,0,0,0,58.14462715799973,3.3950617283950617,70.06172839506173,18.82716049382716,7.716049382716049,0,0,0,0,29.741830348842537,P.glauca,2015-11-01_141254,-1675.2297607963608,39.775,-68.95,-68.95,39.775,-69.075,-68.825,39.65,39.9,19.66599998413585,0.17857072276593952,-0.647000030730851,0.024940485898780066,-0.8238971186567867,50,6.28676460514553e-5,0.6831527352333069,0.7728365562669917
141254,2015-11-02,1.9920318725099602,48.60557768924303,8.366533864541832,28.286852589641438,12.749003984063744,0,0,0,78.60523293915188,28.307692307692307,56.92307692307692,8,6.769230769230769,0,0,0,0,32.777647399422,P.glauca,2015-11-02_141254,-2437.301140485491,39.625,-68.875,-68.875,39.625,-69,-68.75,39.5,39.75,20.07000000332482,0.36418956654101803,-0.574000027263537,0.013323955667969333,-1.2983931220431095,45,6.547919404456366e-5,0.7042747139930725,0.6782053252130558
141254,2015-11-03,38.41463414634146,20.121951219512198,6.097560975609756,31.097560975609756,4.2682926829268295,0,0,0,76.56542874673289,17.272727272727273,64.0909090909091,13.636363636363635,5,0,0,0,0,30.061784309686423,P.glauca,2015-11-03_141254,-1969.7661889249628,39.625,-69.325,-69.325,39.625,-69.45,-69.2,39.5,39.75,20.7450000353856,0.9960261234956864,-0.6090000289259478,0.036025841203243314,-0.895504311853736,50,9.03013366644966e-5,0.683579683303833,0.5755370345980828
141254,2015-11-04,39.6,12.8,8.799999999999999,19.2,17.2,2.4,0,0,96.70429817304174,25.153374233128833,68.71165644171779,3.6809815950920246,2.4539877300613497,0,0,0,0,19.55868602822139,P.glauca,2015-11-04_141254,-2091.9656998275163,39.625,-69.4,-69.4,39.625,-69.525,-69.275,39.5,39.75,17.929999901680276,0.32253519858561813,-0.8410000399453565,0.009275116492528724,-1.1510568714448401,20,1.439690863130461e-4,0.6820953488349915,0.46946202397972486
141254,2015-11-05,31.30434782608696,60,1.3043478260869565,7.391304347826087,0,0,0,0,39.05958167758323,40.604026845637584,55.033557046979865,4.3624161073825505,0,0,0,0,0,12.37711978828261,P.glauca,2015-11-05_141254,-2449.0379695892334,39.425,-69.65,-69.65,39.425,-69.775,-69.525,39.3,39.55,19.366999969934113,0.21644945267118765,-0.7630000362405553,0.03734337839899882,-1.2034256255338094,25,1.4729589150584086e-4,0.6802719235420227,0.36476427597593386
141254,2015-11-06,11.693548387096774,64.51612903225806,7.258064516129033,10.887096774193548,5.64516129032258,0,0,0,59.90237789300618,18.902439024390244,71.34146341463415,5.487804878048781,4.2682926829268295,0,0,0,0,24.58536820302934,P.glauca,2015-11-06_141254,-2496.126927462491,39.4,-69.65,-69.65,39.4,-69.775,-69.525,39.275,39.525,18.73699994001072,0.4263053034017486,-0.7360000349581242,0.03070875880527593,-0.6601462112347264,45,1.6147838088015364e-4,0.6802719235420227,0.2661656586656954
141254,2015-11-07,32.388663967611336,24.291497975708502,6.477732793522267,25.910931174089068,10.931174089068826,0,0,0,81.58703763778814,51.3677811550152,44.680851063829785,3.951367781155015,0,0,0,0,0,12.505586082244783,P.glauca,2015-11-07_141254,-2529.5941526734982,39.375,-69.625,-69.625,39.375,-69.75,-69.5,39.25,39.5,20.73000003467314,0.5078609795026067,-0.6650000315858051,0.007615773467593721,-1.0672776620441948,20,1.8869723296735e-4,0.6802719235420227,0.17811296935443793
141254,2015-11-08,35.91160220994475,30.939226519337016,7.734806629834254,19.337016574585636,6.077348066298343,0,0,0,73.31907592025337,51.79282868525896,48.20717131474104,0,0,0,0,0,0,9.131074303075563,P.glauca,2015-11-08_141254,-2502.411848280165,39.375,-69.85,-69.85,39.375,-69.975,-69.725,39.25,39.5,19.91299999586772,0.500182740372043,-0.7060000335332006,0.0031135904299325035,-2.012132678085654,35,1.8024428532665432e-4,0.6642167568206787,0.10457738403048694
141254,2015-11-09,26.637554585152838,23.144104803493452,11.353711790393014,17.03056768558952,21.83406113537118,0,0,0,96.15199698084581,37.4384236453202,58.620689655172406,0.9852216748768473,2.955665024630542,0,0,0,0,21.405774669276177,P.glauca,2015-11-09_141254,-2592.6985849708017,39.3,-69.875,-69.875,39.3,-70,-69.75,39.175,39.425,19.985999999335036,0.6114841071504529,-0.7280000345781446,0.008752777752735204,-1.3335334601123872,25,1.2715288350338444e-4,0.6416059732437134,0.048875357341938874
141254,2015-11-11,2.272727272727273,21.96969696969697,12.878787878787879,43.93939393939394,18.939393939393938,0,0,0,68.07322326730579,38.492063492063494,55.158730158730165,4.365079365079365,1.984126984126984,0,0,0,0,20.423679389100812,P.glauca,2015-11-11_141254,-3263.786480712891,38.625,-69.85,-69.85,38.625,-69.975,-69.725,38.5,38.75,21.838000087300315,0.26346211183316376,-0.5510000261710957,0.02750000130617991,-0.58323883080196,40,8.264074998232076e-5,0.712436318397522,1.0303283188045631e-4
141254,2015-11-12,8.121827411167512,14.213197969543149,23.85786802030457,45.17766497461929,8.629441624365482,0,0,0,68.29367108454547,41.389728096676734,32.3262839879154,16.61631419939577,9.667673716012084,0,0,0,0,37.854175187750734,P.glauca,2015-11-12_141254,-3507.30048828125,38.375,-69.825,-69.825,38.375,-69.95,-69.7,38.25,38.5,20.73700003500562,0.24099678413143968,-0.5110000242711976,0.03644516601933626,-0.9789492424031382,50,4.926341729563164e-5,0.7285076379776001,0.009232366679879866
141254,2015-11-14,0,9.25925925925926,31.48148148148148,54.32098765432099,4.938271604938271,0,0,0,52.05144241041578,32.592592592592595,54.074074074074076,8.88888888888889,4.444444444444445,0,0,0,0,31.29429648618188,P.glauca,2015-11-14_141254,-3642.5272799405184,38.35,-69.375,-69.375,38.35,-69.5,-69.25,38.225,38.475,21.588000075425953,0.9117416611872335,-0.5430000257911161,0.07173175679735894,-0.0280448963078028,45,5.890010151715224e-5,0.7112846374511719,0.09248193110798131
141254,2015-11-15,1.2345679012345678,11.11111111111111,11.11111111111111,54.73251028806584,21.810699588477366,0,0,0,61.160488093871166,22.807017543859647,56.14035087719298,15.43859649122807,5.614035087719298,0,0,0,0,32.21002309980456,P.glauca,2015-11-15_141254,-4100.728889371142,37.925,-68.85,-68.85,37.925,-68.975,-68.725,37.8,38.05,20.575000027311035,0.3047158657182838,-0.3820000181440264,0.06466473671949505,0.022641383101005687,90,1.7403024379073388e-05,0.77183997631073,0.16284760661547482
141254,2015-11-19,59.817351598173516,4.5662100456621,5.93607305936073,17.35159817351598,12.32876712328767,0,0,0,80.87609203329512,55.98705501618123,43.042071197411005,0.6472491909385114,0.3236245954692557,0,0,0,0,13.049810372193944,P.glauca,2015-11-19_141254,-4380.866553720802,39.125,-66.55,-66.55,39.125,-66.675,-66.425,39,39.25,19.429999972926453,0.2792408491816954,-0.791000037570484,0.026248810743564926,-1.1442991279088017,50,5.586553434090427e-5,0.6780339479446411,0.5554119357721301
141254,2015-11-20,20.588235294117645,7.563025210084033,9.663865546218489,45.79831932773109,16.386554621848738,0,0,0,82.05587667643678,34.319526627218934,43.19526627218935,19.526627218934912,2.9585798816568047,0,0,0,0,29.157980145639574,P.glauca,2015-11-20_141254,-4499.238352272727,39.1,-66.125,-66.125,39.1,-66.25,-66,38.975,39.225,21.564000074286014,0.8011128231469244,-0.483000022941269,0.09137165080520943,-0.05637438284596237,15,7.109168637817755e-5,0.7486186623573303,0.6590954998604376
141254,2015-11-21,0.7142857142857143,24.285714285714285,16.428571428571427,49.28571428571429,9.285714285714286,0,0,0,61.33619750069108,47.13114754098361,36.47540983606557,14.344262295081966,2.0491803278688523,0,0,0,0,27.083385954209152,P.glauca,2015-11-21_141254,-4457.171088324652,39.125,-65.85,-65.85,39.125,-65.975,-65.725,39,39.25,22.118000100599602,0.7040750373377389,-0.4040000191889703,0.0932895775056347,0.02259871486847761,50,5.758937565315412e-5,0.6516003012657166,0.7556038574460423
141254,2015-11-24,0,0,17.67241379310345,33.189655172413794,28.01724137931034,21.120689655172413,0,0,88.38513948494622,20.60810810810811,32.77027027027027,33.108108108108105,13.513513513513514,0,0,0,0,40.609508745203975,P.glauca,2015-11-24_141254,-3226.688736204117,40.375,-66.1,-66.1,40.375,-66.225,-65.975,40.25,40.5,19.223999963141978,0.31383148949796463,-0.5220000247936696,0.00891627767356395,-1.1367960997156095,60,4.482267992103741e-5,0.6249002814292908,0.9613247802307227
141254,2015-11-25,5.627705627705628,5.627705627705628,28.13852813852814,41.125541125541126,14.285714285714285,5.194805194805195,0,0,78.72002460408889,8.754208754208754,17.50841750841751,59.59595959595959,14.14141414141414,0,0,0,0,34.140812997900504,P.glauca,2015-11-25_141254,-3747.555010114397,40.625,-65.35,-65.35,40.625,-65.475,-65.225,40.5,40.75,20.270000012824312,0.07503999290322667,-0.4810000228462741,0.013854402285129037,-1.4395373620875669,60,4.459075406068854e-5,0.5222593545913696,0.9916390670043859
141254,2015-11-27,9.956709956709958,4.761904761904762,12.554112554112553,64.93506493506493,7.792207792207792,0,0,0,57.88070955576402,15.65217391304348,40.57971014492754,35.94202898550725,7.82608695652174,0,0,0,0,32.37905375146474,P.glauca,2015-11-27_141254,-4289.54786125062,40.375,-64.925,-64.925,40.375,-65.05,-64.8,40.25,40.5,20.472000022418797,0.20989032523998027,-0.14000000664964318,0.026090122826597586,-1.2417165076110797,90,1.786441091472854e-5,0.46004384756088257,0.9853817041996598
141254,2015-11-28,37.66233766233766,3.896103896103896,32.900432900432904,21.21212121212121,4.329004329004329,0,0,0,61.908543120269215,8.405797101449275,59.710144927536234,22.028985507246375,9.855072463768117,0,0,0,0,34.66901262608747,P.glauca,2015-11-28_141254,-2834.3276753652663,40.225,-66.5,-66.5,40.225,-66.625,-66.375,40.1,40.35,19.5689999795286,0.2872964633280546,-0.31300001486670226,0.012139239066336318,-2.897394764617672,45,4.8181032184511985e-5,0.6310210824012756,0.9490922616624798
141254,2015-11-29,26.08695652173913,6.086956521739131,14.782608695652174,43.913043478260875,9.130434782608695,0,0,0,74.74551800945909,3.7572254335260116,15.31791907514451,68.78612716763006,12.138728323699421,0,0,0,0,27.735653367199657,P.glauca,2015-11-29_141254,-4180.466609229727,40.125,-65.375,-65.375,40.125,-65.5,-65.25,40,40.25,20.409000019426458,0.17695127288170806,-0.2530000120168552,0.046198246509183576,-0.3552379846324791,60,5.126559714702867e-5,0.5109263062477112,0.8925487596516732
141254,2015-11-30,35.08771929824561,7.894736842105263,14.473684210526317,17.105263157894736,14.473684210526317,8.333333333333332,2.631578947368421,0,120.2902837190711,13.492063492063492,26.190476190476193,44.84126984126984,15.476190476190476,0,0,0,0,37.74086304199159,P.glauca,2015-11-30_141254,-3887.2196877504007,40.175,-65.6,-65.6,40.175,-65.725,-65.475,40.05,40.3,19.601999981096014,0.07724060899462969,-0.46700002218130976,0.03282064208348807,-1.4931568224048881,60,3.0024522238172523e-5,0.5319609045982361,0.818301309915693
141256,2015-11-03,10.778443113772456,0.5988023952095809,0.5988023952095809,9.580838323353294,78.44311377245509,0,0,0,79.97414845910453,29.81132075471698,56.9811320754717,10.18867924528302,2.2641509433962264,0.7547169811320755,0,0,0,30.170932062325054,P.glauca,2015-11-03_141256,-1344.5722520616318,40.1879778872781,-67.8767762443496,-67.8767762443496,40.1879778872781,-68.0017762443496,-67.7517762443496,40.0629778872781,40.3129778872781,18.471999927423894,1.1376757669609807,-0.5660000268835574,0.017207880149517487,-1.4053312274489145,35,1.0477686011214397e-4,0.82706451416015625,0.5755370345980828
141256,2015-11-04,34.8,1.2,3.2,4.8,25.6,30.4,0,0,144.87278348114353,24.100719424460433,46.76258992805755,29.136690647482016,0,0,0,0,0,23.30175406405334,P.glauca,2015-11-04_141256,-3163.478312174479,39.6951577765862,-67.4160211572221,-67.4160211572221,39.6951577765862,-67.5410211572221,-67.2910211572221,39.5701577765862,39.8201577765862,20.113000005367212,0.08590321188473,-0.5220000247936696,0.03838294074131428,-0.5192444314332182,50,7.767879032165675e-5,0.574552595615387,0.46946202397972486
141256,2015-11-05,6.111111111111111,1.1111111111111112,3.888888888888889,20.555555555555554,60.55555555555555,5,2.7777777777777777,0,93.0983756136456,55.88235294117647,30.392156862745097,9.313725490196079,4.411764705882353,0,0,0,0,33.158609038616696,P.glauca,2015-11-05_141256,-3568.570068359375,39.2482593231516,-67.5473290459944,-67.5473290459944,39.2482593231516,-67.6723290459944,-67.4223290459944,39.1232593231516,39.3732593231516,20.423000020091422,0.1239072292421099,-0.32800001557916403,0.013223506634853922,-1.8276743874253598,50,6.771619988883735e-5,0.5521165132522583,0.36476427597593386
141256,2015-11-06,42.77777777777778,3.888888888888889,6.666666666666667,43.888888888888886,2.7777777777777777,0,0,0,74.7608687231552,43.47826086956522,45.65217391304348,10.869565217391305,0,0,0,0,0,20.690056916408327,P.glauca,2015-11-06_141256,-3053.6298828125,39.3826158158349,-68.3491436076764,-68.3491436076764,39.3826158158349,-68.4741436076764,-68.2241436076764,39.2576158158349,39.5076158158349,22.081000098842196,0.3152015378102299,-0.5680000269785523,0.02386943765829742,-0.8581975622618228,35,1.1148077238146343e-4,0.5980916619300842,0.2661656586656954
141256,2015-11-09,11.336032388663968,1.214574898785425,14.5748987854251,42.51012145748988,30.364372469635626,0,0,0,77.46486279963246,13.167259786476867,49.46619217081851,29.8932384341637,7.473309608540925,0,0,0,0,32.20677456940881,P.glauca,2015-11-09_141256,-2681.280029296875,39.1328089643554,-69.9316199808856,-69.9316199808856,39.1328089643554,-70.0566199808856,-69.8066199808856,39.0078089643554,39.2578089643554,19.443999973591417,0.3972697635013325,-0.6900000327732414,0.01659819346106968,-1.7704460947631024,35,1.1596277705002206e-4,0.6549291014671326,0.048875357341938874
141256,2015-11-10,76.92307692307693,8.791208791208792,4.395604395604396,9.89010989010989,0,0,0,0,47.731904206023685,34.070796460176986,51.32743362831859,14.601769911504425,0,0,0,0,0,21.85143420902048,P.glauca,2015-11-10_141256,-2896.75,38.8394232186491,-70.3109126245476,-70.3109126245476,38.8394232186491,-70.4359126245476,-70.1859126245476,38.7144232186491,38.9644232186491,21.39700006635394,0.3553405030471753,-0.574000027263537,0.018165902987419002,-1.1478860978944774,25,1.1082361433081057e-4,0.6407904028892517,0.013519050503026708
141256,2015-11-11,44.751381215469614,1.6574585635359116,3.867403314917127,23.204419889502763,26.519337016574585,0,0,0,99.32298789242942,40.39408866995074,25.12315270935961,34.48275862068966,0,0,0,0,0,25.208934032798567,P.glauca,2015-11-11_141256,-2852.610107421875,39.007842384413,-70.7420304703305,-70.7420304703305,39.007842384413,-70.8670304703305,-70.6170304703305,38.882842384413,39.132842384413,19.32499996793922,0.17364268093427676,-0.7040000334382057,0.026622360288442476,-0.6608646637046184,25,1.2681580286511845e-4,0.6924181580543518,1.0303283188045631e-4
141256,2015-11-14,98.54368932038835,1.4563106796116505,0,0,0,0,0,0,2.2555690544544937,62,38,0,0,0,0,0,0,11.813590465168279,P.glauca,2015-11-14_141256,-2973.580078125,38.797039918808,-70.6273095318589,-70.6273095318589,38.797039918808,-70.7523095318589,-70.5023095318589,38.672039918808,38.922039918808,20.784000037238002,0.1414217557910372,-0.6310000299708918,0.015618721702428907,-1.185985559149807,45,6.27234045678888e-5,0.7223509550094604,0.09248193110798131
141256,2015-11-17,40,2.5,8.125,42.5,6.875000000000001,0,0,0,78.8561029626096,43.5,30,20,6.5,0,0,0,0,31.51526072066448,P.glauca,2015-11-17_141256,-3889.2999267578125,37.9434564460275,-69.9887213381745,-69.9887213381745,37.9434564460275,-70.1137213381745,-69.8637213381745,37.8184564460275,38.0684564460275,23.734000177355483,0.8146812306007055,-0.06200000294484198,0.07112215963839712,-0.3900503629539777,100,1.9086389206288285e-5,0.5261558294296265,0.345336410053233
141256,2015-11-18,80.57851239669421,0.8264462809917356,2.8925619834710745,7.024793388429752,8.677685950413224,0,0,0,72.85353504227574,44.656488549618324,15.648854961832063,28.62595419847328,11.068702290076336,0,0,0,0,42.69428685370535,P.glauca,2015-11-18_141256,-4062.0850830078125,37.821812773585,-69.3372247775739,-69.3372247775739,37.821812773585,-69.4622247775739,-69.2122247775739,37.696812773585,37.946812773585,23.20200015208684,0.4048342788679914,-0.04800000227987766,0.05560675682725897,-0.5475778929707826,100,1.6494670137499025e-5,0.621109664440155,0.4492292935689539
141256,2015-11-21,39.436619718309856,3.5211267605633805,6.338028169014084,34.50704225352113,16.19718309859155,0,0,0,93.22465007218214,63.793103448275865,20,8.620689655172415,7.586206896551724,0,0,0,0,36.4248850338822,P.glauca,2015-11-21_141256,-4473.5849609375,38.7493893353517,-66.9013978437342,-66.9013978437342,38.7493893353517,-67.0263978437342,-66.7763978437342,38.6243893353517,38.8743893353517,23.22100015298929,0.40401335780329095,-0.45300002151634544,0.04386184325661787,-0.2651193562939386,40,8.24824694843436e-5,0.594555139541626,0.7556038574460423
141256,2015-11-23,60.28368794326241,4.964539007092199,3.546099290780142,2.127659574468085,0.7092198581560284,2.127659574468085,3.546099290780142,22.69503546099291,243.58692804559726,0,0,7.76255707762557,31.506849315068493,50.68493150684932,4.5662100456621,3.65296803652968,1.82648401826484,84.59840710243672,P.glauca,2015-11-23_141256,-4604.590087890625,38.622905948552,-66.1791753915596,-66.1791753915596,38.622905948552,-66.3041753915596,-66.0541753915596,38.497905948552,38.747905948552,22.783000132185407,0.8263162620101208,-0.3240000153891742,0.06615533382521487,0.0019123663557138433,60,4.6398966513568715e-5,0.49091270565986633,0.9102047474376587
141256,2015-11-25,57.870370370370374,2.314814814814815,4.166666666666666,0.9259259259259258,1.3888888888888888,1.8518518518518516,1.8518518518518516,29.629629629629626,290.05457886565114,5,0.4166666666666667,18.333333333333332,44.166666666666664,32.083333333333336,0,0,0,68.17720559922786,P.glauca,2015-11-25_141256,-5059.2900390625,37.5012397968309,-63.0203751581026,-63.0203751581026,37.5012397968309,-63.1453751581026,-62.8953751581026,37.3762397968309,37.6262397968309,22.313000109861605,0.07379871623115133,0.04000000189989805,0.06679841466417959,-0.34794082062605747,90,2.143478203979887e-5,0.39457735419273376,0.9916390670043859
141256,2015-11-28,4.761904761904762,1.1904761904761905,2.976190476190476,1.7857142857142856,2.976190476190476,5.357142857142857,6.547619047619048,74.40476190476191,192.3366773527343,3.0303030303030303,4.924242424242424,21.96969696969697,53.03030303030303,12.121212121212121,1.5151515151515151,2.6515151515151514,0.7575757575757576,90.16398593645526,P.glauca,2015-11-28_141256,-5108.0125732421875,35.0609042582074,-63.2867247312148,-63.2867247312148,35.0609042582074,-63.4117247312148,-63.1617247312148,34.9359042582074,35.1859042582074,22.663000126485713,0.07917982722897117,0.1600000075995922,0.02144631642349854,-1.0707343404911736,80,2.4024822573806872e-5,0.33455631136894226,0.9490922616624798
141257,2015-11-04,98,2,0,0,0,0,0,0,2.3969148931543494,19.140625,30.078125,44.140625,6.640625,0,0,0,0,33.32386425324023,I.oxyrinchus,2015-11-04_141257,-4318.918375651042,40.7559864540997,-63.7922710107815,-63.7922710107815,40.7559864540997,-63.9172710107815,-63.6672710107815,40.6309864540997,40.8809864540997,22.42500011518132,0.11770561765365567,-0.02300000109244138,0.008323327721459349,-2.313274337669697,60,5.154459659862287e-5,0.4835253655910492,0.46946202397972486
141257,2015-11-06,63.82113821138211,14.227642276422763,3.6585365853658534,6.097560975609756,9.34959349593496,2.8455284552845526,0,0,90.49580384483295,3.6363636363636362,39.696969696969695,52.42424242424243,4.242424242424243,0,0,0,0,27.488298899755893,I.oxyrinchus,2015-11-06_141257,-4397.8150634765625,40.6448183376374,-63.663171551804,-63.663171551804,40.6448183376374,-63.788171551804,-63.538171551804,40.5198183376374,40.7698183376374,21.916000091005117,0.13883484051976455,-0.06700000318232924,0.010170764684680282,-1.652426026272939,80,4.295179339845078e-5,0.5548512935638428,0.2661656586656954
141257,2015-11-08,45.08196721311475,47.13114754098361,6.557377049180328,1.2295081967213115,0,0,0,0,23.672207730635087,7.228915662650602,56.62650602409639,31.92771084337349,4.216867469879518,0,0,0,0,28.450474414545287,I.oxyrinchus,2015-11-08_141257,-4432.856689453125,40.6176656442897,-63.6525572464873,-63.6525572464873,40.6176656442897,-63.7775572464873,-63.5275572464873,40.4926656442897,40.7426656442897,22.045000097132288,0.06818806019238614,-0.09500000451225787,0.019192736805977925,-1.1194778987461054,80,3.9163864454096336e-5,0.5548512935638428,0.10457738403048694
141257,2015-11-09,89.41176470588236,10.588235294117647,0,0,0,0,0,0,5.17219079358937,7.419354838709677,49.03225806451613,34.193548387096776,8.38709677419355,0.967741935483871,0,0,0,40.615583733703,I.oxyrinchus,2015-11-09_141257,-4467.780029296875,40.6117276367783,-63.6694007705693,-63.6694007705693,40.6117276367783,-63.7944007705693,-63.5444007705693,40.4867276367783,40.7367276367783,22.21300010511186,0.05369771613725276,-0.10400000493973494,0.024028340890653997,-0.5254100415791544,70,4.502470289798056e-5,0.5548512935638428,0.048875357341938874
